Stock Name,Entry date,Entry price,Entry Amount,Quantity,Exit date,Exit price,Exit amount,PNL,ST/LT,Tax,Corpus available
GRANULES,03-Aug-20,299.2,1011595.2,3381,02-Nov-20,369.7,1249955.7,238360.5,ST,44412.76,28773133.61
INDIAMART,03-Aug-20,1446.0,1010754.0,699,02-Nov-20,2362.05,1651072.95,640318.95,ST,119308.07,28773133.61
LAURUSLABS,03-Aug-20,201.33,1012689.9,5030,02-Nov-20,300.85,1513275.5,500585.6,ST,93272.11,28773133.61
AFFLE,01-Sep-20,530.45,1256105.6,2368,02-Nov-20,530.85,1257052.8,947.2,ST,176.49,28773133.61
EPL,01-Sep-20,284.8,1255968.0,4410,02-Nov-20,252.8,1114848.0,-141120.0,ST,0.0,28773133.61
PERSISTENT,01-Oct-20,651.88,1032577.92,1584,02-Nov-20,564.45,894088.8,-138489.12,ST,0.0,28773133.61
AARTIDRUGS,01-Oct-20,809.85,1032558.75,1275,02-Nov-20,654.95,835061.25,-197497.5,ST,0.0,28773133.61
SOLARA,01-Oct-20,1092.05,1033079.3,946,02-Nov-20,1080.0,1021680.0,-11399.3,ST,0.0,28773133.61
IOLCP,01-Oct-20,145.4,1033503.2,7108,02-Nov-20,131.05,931503.4,-101999.8,ST,0.0,28773133.61
DHANUKA,01-Dec-20,778.2,1438113.6,1848,01-Jan-21,781.65,1444489.2,6375.6,ST,1275.12,0.92
GRANULES,01-Dec-20,428.0,1438508.0,3361,21-Jan-21,340.25,1143580.25,-294927.75,ST,0.0,1143581.17
IOLCP,01-Dec-20,157.05,1438578.0,9160,01-Feb-21,137.75,1261790.0,-176788.0,ST,0.0,1228.81
NAVINFLUOR,01-Dec-20,2682.55,1437846.8,536,01-Feb-21,2345.7,1257295.2,-180551.6,ST,0.0,1228.81
JBCHEPHARM,01-Dec-20,502.78,1438453.58,2861,01-Feb-21,493.58,1412132.38,-26321.2,ST,0.0,1228.81
DIVISLAB,01-Dec-20,3620.75,1437437.75,397,01-Feb-21,3463.6,1375049.2,-62388.55,ST,0.0,1228.81
SUZLON,01-Jan-21,6.7,1443582.0,215460,17-Feb-21,5.25,1131165.0,-312417.0,ST,0.0,1132393.81
AARTIDRUGS,01-Dec-20,705.05,1438302.0,2040,01-Mar-21,631.85,1288974.0,-149328.0,ST,0.0,45.81
SOLARA,01-Dec-20,1174.6,1438885.0,1225,01-Mar-21,1321.8,1619205.0,180320.0,ST,6198.4,45.81
HINDCOPPER,01-Mar-21,157.3,1344757.7,8549,17-Mar-21,125.15,1069907.35,-274850.35,ST,0.0,1069953.16
CDSL,01-Dec-20,247.15,1438907.3,5822,01-Apr-21,327.83,1908626.26,469718.96,ST,93943.79,1343.35
SEQUENT,01-Dec-20,158.75,1438910.0,9064,01-Apr-21,243.9,2210709.6,771799.6,ST,154359.92,1343.35
POLYMED,01-Dec-20,489.75,1438885.5,2938,01-Apr-21,837.2,2459693.6,1020808.1,ST,204161.62,1343.35
SUPPETRO,01-Mar-21,413.4,1344790.2,3253,01-Apr-21,422.0,1372766.0,27975.8,ST,5595.16,1343.35
BSOFT,01-Dec-20,193.25,1438746.25,7445,03-May-21,242.8,1807646.0,368899.75,ST,73779.95,445.15
INDIAMART,01-Dec-20,2572.63,1438100.17,559,03-May-21,3866.73,2161502.07,723401.9,ST,144680.38,445.15
TATACOMM,01-Feb-21,983.2,1289958.4,1312,03-May-21,1104.55,1449169.6,159211.2,ST,31842.24,445.15
AFFLE,01-Apr-21,1120.46,1712062.88,1528,01-Jun-21,1056.07,1613674.96,-98387.92,ST,0.0,111.46
AARTIDRUGS,01-Apr-21,718.65,1712542.95,2383,01-Jun-21,736.6,1755317.8,42774.85,ST,0.0,111.46
ADANIGREEN,01-Dec-20,1134.7,1438799.6,1268,01-Jul-21,1068.7,1355111.6,-83688.0,ST,0.0,1203.86
VAIBHAVGBL,01-Dec-20,429.73,1438736.04,3348,01-Jul-21,810.85,2714725.8,1275989.76,ST,238460.35,1203.86
DIXON,01-Dec-20,2306.89,1437192.47,623,02-Aug-21,4348.6,2709177.8,1271985.33,ST,254397.07,216.15
ADANIENSOL,01-Mar-21,758.05,1344780.7,1774,02-Aug-21,908.8,1612211.2,267430.5,ST,53486.1,216.15
HINDCOPPER,03-May-21,154.8,1723078.8,11131,20-Aug-21,119.75,1332937.25,-390141.55,ST,0.0,1333153.4
INTELLECT,01-Apr-21,730.75,1712878.0,2344,01-Sep-21,646.45,1515278.8,-197599.2,ST,0.0,2087.7
JSWSTEEL,03-May-21,723.25,1722781.5,2382,01-Sep-21,676.65,1611780.3,-111001.2,ST,0.0,2087.7
FSL,01-Jul-21,192.05,1915698.75,9975,01-Sep-21,179.5,1790512.5,-125186.25,ST,0.0,2087.7
LAURUSLABS,01-Dec-20,322.9,1439488.2,4458,01-Oct-21,619.2,2760393.6,1320905.4,ST,244316.17,570.77
ALKYLAMINE,01-Dec-20,1586.84,1439263.88,907,01-Oct-21,3849.9,3491859.3,2052595.42,ST,379650.39,570.77
APLAPOLLO,01-Dec-20,344.69,1439770.13,4177,01-Oct-21,848.85,3545646.45,2105876.32,ST,389505.28,570.77
TANLA,01-Apr-21,854.25,1712771.25,2005,01-Oct-21,915.95,1836479.75,123708.5,ST,22881.27,570.77
PRINCEPIPE,03-May-21,541.5,1723053.0,3182,01-Oct-21,691.35,2199875.7,476822.7,ST,88193.67,570.77
SUPPETRO,01-Jun-21,771.55,1684293.65,2183,01-Oct-21,718.15,1567721.45,-116572.2,ST,0.0,570.77
APOLLOHOSP,01-Sep-21,5039.05,1562105.5,310,01-Oct-21,4459.4,1382414.0,-179691.5,ST,0.0,570.77
LUXIND,01-Sep-21,4052.7,1560289.5,385,01-Oct-21,3634.75,1399378.75,-160910.75,ST,0.0,570.77
DEEPAKNTR,01-Dec-20,864.25,1439840.5,1666,01-Nov-21,2302.9,3836631.4,2396790.9,ST,467047.56,49469320.28
ATGL,01-Feb-21,389.1,1289866.5,3315,01-Nov-21,1434.85,4756527.75,3466661.25,ST,675526.46,49469320.28
ADANIENT,01-Feb-21,537.2,1289817.2,2401,01-Nov-21,1445.3,3470165.3,2180348.1,ST,424870.71,49469320.28
PERSISTENT,01-Feb-21,773.33,1289914.44,1668,01-Nov-21,2025.45,3378450.6,2088536.16,ST,406979.9,49469320.28
TATAELXSI,01-Feb-21,2949.8,1289062.6,437,01-Nov-21,5974.2,2610725.4,1321662.8,ST,257544.11,49469320.28
BALAMINES,01-Apr-21,1787.15,1712089.7,958,01-Nov-21,3289.3,3151149.4,1439059.7,ST,280420.51,49469320.28
CGCL,01-Jun-21,136.95,1685032.8,12304,01-Nov-21,135.25,1664116.0,-20916.8,ST,0.0,49469320.28
ECLERX,01-Jul-21,1356.9,1914585.9,1411,01-Nov-21,1458.13,2057421.43,142835.53,ST,27833.46,49469320.28
JSWENERGY,02-Aug-21,243.5,2007170.5,8243,01-Nov-21,342.25,2821166.75,813996.25,ST,158618.33,49469320.28
KPRMILL,02-Aug-21,391.52,2007323.04,5127,01-Nov-21,464.45,2381235.15,373912.11,ST,72861.9,49469320.28
ADANIENSOL,01-Sep-21,1659.6,1563343.2,942,01-Nov-21,1760.55,1658438.1,95094.9,ST,18530.54,49469320.28
MINDTREE,01-Sep-21,3601.15,1562899.1,434,01-Nov-21,4733.7,2054425.8,491526.7,ST,95780.71,49469320.28
CGPOWER,01-Oct-21,124.25,2132627.0,17164,01-Nov-21,148.95,2556577.8,423950.8,ST,82612.62,49469320.28
FLUOROCHEM,01-Oct-21,1952.1,2131693.2,1092,01-Nov-21,1896.3,2070759.6,-60933.6,ST,0.0,49469320.28
LINDEINDIA,01-Oct-21,2627.95,2131267.45,811,01-Nov-21,2357.6,1912013.6,-219253.85,ST,0.0,49469320.28
PRAJIND,01-Oct-21,349.45,2133042.8,6104,01-Nov-21,342.0,2087568.0,-45474.8,ST,0.0,49469320.28
POONAWALLA,01-Oct-21,163.85,2133163.15,13019,01-Nov-21,172.05,2239918.95,106755.8,ST,20802.83,49469320.28
TTML,01-Oct-21,37.1,2133138.7,57497,01-Nov-21,55.2,3173834.4,1040695.7,ST,202793.82,49469320.28
TRIDENT,01-Oct-21,29.4,2133175.8,72557,01-Nov-21,39.8,2887768.6,754592.8,ST,147042.75,49469320.28
HGS,01-Oct-21,1415.15,2132631.05,1507,01-Nov-21,1353.1,2039121.7,-93509.35,ST,0.0,49469320.28
BSE,03-Jan-22,635.33,2473339.69,3893,01-Feb-22,663.98,2584874.14,111534.45,ST,0.0,49037950.72
ADANIENSOL,03-Jan-22,1731.1,2472010.8,1428,01-Feb-22,1986.9,2837293.2,365282.4,ST,0.0,49037950.72
ATGL,03-Jan-22,1743.8,2472708.4,1418,01-Feb-22,1864.65,2644073.7,171365.3,ST,0.0,49037950.72
BALAMINES,03-Jan-22,3720.25,2470246.0,664,01-Feb-22,3293.3,2186751.2,-283494.8,ST,0.0,49037950.72
ADANIENT,03-Jan-22,1717.15,2472696.0,1440,01-Feb-22,1746.9,2515536.0,42840.0,ST,0.0,49037950.72
CGPOWER,03-Jan-22,196.1,2473801.5,12615,01-Feb-22,173.95,2194379.25,-279422.25,ST,0.0,49037950.72
FLUOROCHEM,03-Jan-22,2478.05,2473093.9,998,01-Feb-22,2966.15,2960217.7,487123.8,ST,0.0,49037950.72
HAPPSTMNDS,03-Jan-22,1337.55,2473129.95,1849,01-Feb-22,1153.9,2133561.1,-339568.85,ST,0.0,49037950.72
IEX,03-Jan-22,258.2,2473814.2,9581,01-Feb-22,233.75,2239558.75,-234255.45,ST,0.0,49037950.72
KPITTECH,03-Jan-22,608.15,2473954.2,4068,01-Feb-22,622.9,2533957.2,60003.0,ST,0.0,49037950.72
JSWENERGY,03-Jan-22,299.0,2473926.0,8274,01-Feb-22,307.75,2546323.5,72397.5,ST,0.0,49037950.72
KPRMILL,03-Jan-22,704.75,2473672.5,3510,01-Feb-22,687.8,2414178.0,-59494.5,ST,0.0,49037950.72
MAXHEALTH,03-Jan-22,434.6,2473743.2,5692,01-Feb-22,364.0,2071888.0,-401855.2,ST,0.0,49037950.72
PERSISTENT,03-Jan-22,2436.05,2472590.75,1015,01-Feb-22,2248.35,2282075.25,-190515.5,ST,0.0,49037950.72
POONAWALLA,03-Jan-22,220.75,2474386.75,11209,01-Feb-22,281.9,3159817.1,685430.35,ST,0.0,49037950.72
TTML,03-Jan-22,216.65,2474359.65,11421,01-Feb-22,141.75,1618926.75,-855432.9,ST,0.0,49037950.72
TATAELXSI,03-Jan-22,5893.65,2469439.35,419,01-Feb-22,7464.85,3127772.15,658332.8,ST,0.0,49037950.72
TRIDENT,03-Jan-22,53.85,2476130.7,45982,01-Feb-22,60.3,2772714.6,296583.9,ST,0.0,49037950.72
ECLERX,03-Jan-22,1858.23,2475162.36,1332,01-Feb-22,1633.3,2175555.6,-299606.76,ST,0.0,49037950.72
MINDTREE,03-Jan-22,4842.05,2474287.55,511,01-Feb-22,3983.7,2035670.7,-438616.85,ST,0.0,49037950.72
BSE,01-Apr-22,935.25,2451290.25,2621,02-May-22,890.55,2334131.55,-117158.7,ST,0.0,47717582.57
ANGELONE,01-Apr-22,1542.85,2451588.65,1589,02-May-22,1812.7,2880380.3,428791.65,ST,0.0,47717582.57
EASEMYTRIP,01-Apr-22,21.61,2451935.43,113463,02-May-22,25.84,2931883.92,479948.49,ST,0.0,47717582.57
GNFC,01-Apr-22,862.75,2451935.5,2842,02-May-22,833.0,2367386.0,-84549.5,ST,0.0,47717582.57
FLUOROCHEM,01-Apr-22,2794.85,2451083.45,877,02-May-22,2729.15,2393464.55,-57618.9,ST,0.0,47717582.57
KPITTECH,01-Apr-22,608.25,2451855.75,4031,02-May-22,537.45,2166460.95,-285394.8,ST,0.0,47717582.57
JSWENERGY,01-Apr-22,309.2,2451956.0,7930,02-May-22,304.95,2418253.5,-33702.5,ST,0.0,47717582.57
KPRMILL,01-Apr-22,626.25,2451768.75,3915,02-May-22,624.45,2444721.75,-7047.0,ST,0.0,47717582.57
PERSISTENT,01-Apr-22,2361.38,2451112.44,1038,02-May-22,2073.65,2152448.7,-298663.74,ST,0.0,47717582.57
MASTEK,01-Apr-22,3313.7,2448824.3,739,02-May-22,2861.75,2114833.25,-333991.05,ST,0.0,47717582.57
RTNINDIA,01-Apr-22,47.5,2452425.0,51630,02-May-22,41.95,2165878.5,-286546.5,ST,0.0,47717582.57
SRF,01-Apr-22,2621.85,2451429.75,935,02-May-22,2504.8,2341988.0,-109441.75,ST,0.0,47717582.57
RENUKA,01-Apr-22,36.35,2452570.85,67471,02-May-22,55.85,3768255.35,1315684.5,ST,0.0,47717582.57
TTML,01-Apr-22,175.0,2452450.0,14014,02-May-22,132.75,1860358.5,-592091.5,ST,0.0,47717582.57
TATAELXSI,01-Apr-22,8912.8,2451020.0,275,02-May-22,7672.25,2109868.75,-341151.25,ST,0.0,47717582.57
TRIDENT,01-Apr-22,53.7,2452908.6,45678,02-May-22,51.75,2363836.5,-89072.1,ST,0.0,47717582.57
BCG,01-Apr-22,102.15,2452927.95,24013,02-May-22,79.8,1916237.4,-536690.55,ST,0.0,47717582.57
POLYPLEX,01-Apr-22,2472.9,2450643.9,991,02-May-22,2679.6,2655483.6,204839.7,ST,0.0,47717582.57
JSLHISAR,01-Apr-22,392.65,2454062.5,6250,02-May-22,343.1,2144375.0,-309687.5,ST,0.0,47717582.57
SAREGAMA,01-Apr-22,481.62,2453853.9,5095,02-May-22,429.25,2187028.75,-266825.15,ST,0.0,47717582.57
BSE,01-Jun-22,746.65,2385546.75,3195,01-Jul-22,600.05,1917159.75,-468387.0,ST,0.0,42952704.81
BORORENEW,01-Jun-22,675.45,2385689.4,3532,01-Jul-22,605.8,2139685.6,-246003.8,ST,0.0,42952704.81
CGPOWER,01-Jun-22,185.3,2385737.5,12875,01-Jul-22,190.45,2452043.75,66306.25,ST,0.0,42952704.81
BDL,01-Jun-22,406.65,2385815.55,5867,01-Jul-22,333.6,1957231.2,-428584.35,ST,0.0,42952704.81
EASEMYTRIP,01-Jun-22,23.72,2385923.64,100587,01-Jul-22,25.02,2516686.74,130763.1,ST,0.0,42952704.81
HAL,01-Jun-22,946.68,2385633.6,2520,01-Jul-22,868.1,2187612.0,-198021.6,ST,0.0,42952704.81
FLUOROCHEM,01-Jun-22,2912.0,2384928.0,819,01-Jul-22,2762.15,2262200.85,-122727.15,ST,0.0,42952704.81
KPITTECH,01-Jun-22,543.7,2385755.6,4388,01-Jul-22,499.35,2191147.8,-194607.8,ST,0.0,42952704.81
SCHAEFFLER,01-Jun-22,2401.05,2384242.65,993,01-Jul-22,2259.05,2243236.65,-141006.0,ST,0.0,42952704.81
SOLARINDS,01-Jun-22,2620.65,2384791.5,910,01-Jul-22,2722.85,2477793.5,93002.0,ST,0.0,42952704.81
RTNINDIA,01-Jun-22,54.15,2386336.35,44069,01-Jul-22,41.65,1835473.85,-550862.5,ST,0.0,42952704.81
SRF,01-Jun-22,2397.45,2385462.75,995,01-Jul-22,2161.65,2150841.75,-234621.0,ST,0.0,42952704.81
RHIM,01-Jun-22,595.15,2385956.35,4009,01-Jul-22,503.45,2018331.05,-367625.3,ST,0.0,42952704.81
RENUKA,01-Jun-22,52.3,2386501.3,45631,01-Jul-22,45.7,2085336.7,-301164.6,ST,0.0,42952704.81
TIMKEN,01-Jun-22,2672.3,2386363.9,893,01-Jul-22,2472.85,2208255.05,-178108.85,ST,0.0,42952704.81
TATAPOWER,01-Jun-22,232.75,2386385.75,10253,01-Jul-22,207.0,2122371.0,-264014.75,ST,0.0,42952704.81
TATAELXSI,01-Jun-22,8606.0,2383862.0,277,01-Jul-22,8152.05,2258117.85,-125744.15,ST,0.0,42952704.81
TRIDENT,01-Jun-22,47.2,2387517.6,50583,01-Jul-22,38.1,1927212.3,-460305.3,ST,0.0,42952704.81
POLYPLEX,01-Jun-22,2549.6,2386425.6,936,01-Jul-22,2228.6,2085969.6,-300456.0,ST,0.0,42952704.81
ALLCARGO,01-Jun-22,83.73,2388649.44,28528,01-Jul-22,67.16,1915940.48,-472708.96,ST,0.0,42952704.81
LINDEINDIA,01-Aug-22,3678.2,2144390.6,583,01-Sep-22,3387.7,1975029.1,-169361.5,ST,0.0,370.24
INOXLEISUR,01-Aug-22,595.9,2147623.6,3604,01-Sep-22,507.25,1828129.0,-319494.6,ST,0.0,370.24
ADANIENSOL,01-Aug-22,3261.75,2146231.5,658,03-Oct-22,3123.65,2055361.7,-90869.8,ST,0.0,44688915.21
ATGL,01-Aug-22,3217.65,2146172.55,667,03-Oct-22,3100.8,2068233.6,-77938.95,ST,0.0,44688915.21
ADANIGREEN,01-Aug-22,2273.7,2146372.8,944,03-Oct-22,2074.05,1957903.2,-188469.6,ST,0.0,44688915.21
ADANIENT,01-Aug-22,2660.15,2146741.05,807,03-Oct-22,3157.3,2547941.1,401200.05,ST,57271.59,44688915.21
CGPOWER,01-Aug-22,224.75,2148160.5,9558,03-Oct-22,229.6,2194516.8,46356.3,ST,6617.39,44688915.21
BDL,01-Aug-22,410.6,2147848.6,5231,03-Oct-22,437.95,2290916.45,143067.85,ST,20423.04,44688915.21
FINEORG,01-Aug-22,5515.4,2145490.6,389,03-Oct-22,6632.15,2579906.35,434415.75,ST,62013.16,44688915.21
HAL,01-Aug-22,1014.6,2147908.2,2117,03-Oct-22,1145.8,2425658.6,277750.4,ST,39649.07,44688915.21
FLUOROCHEM,01-Aug-22,3245.95,2145572.95,661,03-Oct-22,3979.2,2630251.2,484678.25,ST,69188.16,44688915.21
INDHOTEL,01-Aug-22,270.45,2148725.25,7945,03-Oct-22,336.85,2676273.25,527548.0,ST,75307.85,44688915.21
M&M,01-Aug-22,1237.75,2148734.0,1736,03-Oct-22,1251.35,2172343.6,23609.6,ST,3370.29,44688915.21
SCHAEFFLER,01-Aug-22,2833.1,2147489.8,758,03-Oct-22,3186.0,2414988.0,267498.2,ST,38185.56,44688915.21
TIMKEN,01-Aug-22,2985.05,2146250.95,719,03-Oct-22,3092.15,2223255.85,77004.9,ST,10992.5,44688915.21
TATAPOWER,01-Aug-22,230.35,2149626.2,9332,03-Oct-22,213.15,1989115.8,-160510.4,ST,0.0,44688915.21
TATAELXSI,01-Aug-22,8720.6,2145267.6,246,03-Oct-22,8312.5,2044875.0,-100392.6,ST,0.0,44688915.21
TVSMOTOR,01-Aug-22,926.65,2150754.65,2321,03-Oct-22,995.5,2310555.5,159800.85,ST,22811.68,44688915.21
VBL,01-Aug-22,185.22,2151515.52,11616,03-Oct-22,214.04,2486288.64,334773.12,ST,47789.1,44688915.21
TIINDIA,01-Aug-22,2023.0,2150449.0,1063,03-Oct-22,2699.45,2869515.35,719066.35,ST,102647.23,44688915.21
ABB,01-Sep-22,3403.7,1899264.6,558,03-Oct-22,2994.8,1671098.4,-228166.2,ST,0.0,44688915.21
ELGIEQUIP,01-Sep-22,492.35,1904902.15,3869,03-Oct-22,422.8,1635813.2,-269088.95,ST,0.0,44688915.21
SCHAEFFLER,01-Nov-22,2807.85,2232240.75,795,01-Dec-22,2772.7,2204296.5,-27944.25,ST,0.0,44.6
ELGIEQUIP,01-Nov-22,490.05,2234137.95,4559,01-Dec-22,486.25,2216813.75,-17324.2,ST,0.0,44.6
KPITTECH,01-Nov-22,717.35,2234545.25,3115,01-Dec-22,712.5,2219437.5,-15107.75,ST,0.0,44.6
FLUOROCHEM,01-Nov-22,3706.05,2231042.1,602,01-Dec-22,3482.4,2096404.8,-134637.3,ST,0.0,44.6
ABB,01-Nov-22,3152.15,2231722.2,708,01-Dec-22,2993.85,2119645.8,-112076.4,ST,0.0,44.6
ATGL,01-Nov-22,3681.2,2234488.4,607,02-Jan-23,3550.6,2155214.2,-79274.2,ST,0.0,45823923.17
ADANIENT,01-Nov-22,3575.7,2234812.5,625,02-Jan-23,3841.2,2400750.0,165937.5,ST,17086.1,45823923.17
BDL,01-Nov-22,484.18,2234974.88,4616,02-Jan-23,472.45,2180829.2,-54145.68,ST,0.0,45823923.17
DEEPAKFERT,01-Nov-22,923.05,2234704.05,2421,02-Jan-23,708.1,1714310.1,-520393.95,ST,0.0,45823923.17
CUMMINSIND,01-Nov-22,1348.2,2233967.4,1657,02-Jan-23,1385.65,2296022.05,62054.65,ST,6389.59,45823923.17
GESHIP,01-Nov-22,553.95,2235188.25,4035,02-Jan-23,676.35,2729072.25,493884.0,ST,50853.79,45823923.17
HAL,01-Nov-22,1265.68,2235190.88,1766,02-Jan-23,1270.25,2243261.5,8070.62,ST,831.01,45823923.17
KARURVYSYA,01-Nov-22,99.75,2235198.0,22408,02-Jan-23,110.6,2478324.8,243126.8,ST,25034.05,45823923.17
MAZDOCK,01-Nov-22,319.05,2234945.25,7005,02-Jan-23,394.08,2760530.4,525585.15,ST,54117.96,45823923.17
RAYMOND,01-Nov-22,1205.35,2234718.9,1854,02-Jan-23,1499.45,2779980.3,545261.4,ST,56143.97,45823923.17
RHIM,01-Nov-22,637.25,2234835.75,3507,02-Jan-23,870.35,3052317.45,817481.7,ST,84173.7,45823923.17
TVSMOTOR,01-Nov-22,1138.0,2235032.0,1964,02-Jan-23,1073.05,2107470.2,-127561.8,ST,0.0,45823923.17
VBL,01-Nov-22,221.4,2235697.2,10098,02-Jan-23,266.62,2692328.76,456631.56,ST,47018.01,45823923.17
SHOPERSTOP,01-Nov-22,762.4,2235356.8,2932,02-Jan-23,714.6,2095207.2,-140149.6,ST,0.0,45823923.17
TIINDIA,01-Nov-22,2797.8,2235442.2,799,02-Jan-23,2785.3,2225454.7,-9987.5,ST,0.0,45823923.17
BANKBARODA,01-Dec-22,171.75,2171435.25,12643,02-Jan-23,186.25,2354758.75,183323.5,ST,18876.28,45823923.17
COCHINSHIP,01-Dec-22,335.0,2171135.0,6481,02-Jan-23,264.98,1717335.38,-453799.62,ST,0.0,45823923.17
ITC,01-Dec-22,321.21,2171379.6,6760,02-Jan-23,314.88,2128588.8,-42790.8,ST,0.0,45823923.17
IRFC,01-Dec-22,34.2,2171631.6,63498,02-Jan-23,32.9,2089084.2,-82547.4,ST,0.0,45823923.17
RVNL,01-Dec-22,75.05,2171646.8,28936,02-Jan-23,68.55,1983562.8,-188084.0,ST,0.0,45823923.17
AIAENG,03-Apr-23,2954.8,2289970.0,775,02-May-23,2777.6,2152640.0,-137330.0,ST,0.0,222.0
GESHIP,03-Apr-23,645.8,2290652.6,3547,02-May-23,668.4,2370814.8,80162.2,ST,0.0,222.0
BLS,03-Apr-23,165.65,2291270.8,13832,01-Jun-23,183.75,2541630.0,250359.2,ST,8670.64,74.0
INDIANB,03-Apr-23,290.15,2291024.4,7896,01-Jun-23,274.9,2170610.4,-120414.0,ST,0.0,74.0
KSB,03-Apr-23,436.53,2290909.44,5248,01-Jun-23,420.03,2204317.44,-86592.0,ST,0.0,74.0
VBL,03-Apr-23,282.89,2291126.11,8099,03-Jul-23,327.34,2651126.66,360000.55,ST,72000.11,342.06
TVSMOTOR,03-Apr-23,1084.75,2290992.0,2112,03-Jul-23,1318.35,2784355.2,493363.2,ST,98672.64,342.06
CIEINDIA,03-Apr-23,361.1,2291179.5,6345,01-Aug-23,497.85,3158858.25,867678.75,ST,173535.75,122.41
ABB,03-Apr-23,3373.75,2290776.25,679,01-Aug-23,4519.65,3068842.35,778066.1,ST,155613.22,122.41
CUMMINSIND,02-May-23,1600.2,2261082.6,1413,01-Aug-23,1927.25,2723204.25,462121.65,ST,92424.33,122.41
HAL,03-Apr-23,1356.2,2290621.8,1689,01-Sep-23,1970.88,3328816.32,1038194.52,ST,207638.9,118.28
KARURVYSYA,03-Apr-23,99.85,2291457.65,22949,01-Sep-23,121.75,2794040.75,502583.1,ST,100516.62,118.28
ITC,03-Apr-23,358.44,2291506.92,6393,01-Sep-23,417.23,2667351.39,375844.47,ST,75168.89,118.28
APOLLOTYRE,03-Apr-23,322.8,2291234.4,7098,01-Sep-23,384.75,2730955.5,439721.1,ST,87944.22,118.28
APARINDS,03-Apr-23,2599.5,2290159.5,881,03-Oct-23,5496.1,4842064.1,2551904.6,ST,497415.64,67618964.98
DATAPATTNS,03-Apr-23,1424.4,2290435.2,1608,03-Oct-23,2125.3,3417482.4,1127047.2,ST,219683.33,67618964.98
FINCABLES,03-Apr-23,816.7,2291660.2,2806,03-Oct-23,1100.35,3087582.1,795921.9,ST,155140.6,67618964.98
MAZDOCK,03-Apr-23,328.55,2291964.8,6976,03-Oct-23,1094.03,7631953.28,5339988.48,ST,1040867.2,67618964.98
NCC,03-Apr-23,106.95,2292259.35,21433,03-Oct-23,160.6,3442139.8,1149880.45,ST,224133.97,67618964.98
RVNL,03-Apr-23,75.35,2292297.7,30422,03-Oct-23,172.5,5247795.0,2955497.3,ST,576083.68,67618964.98
UCOBANK,03-Apr-23,26.0,2292420.0,88170,03-Oct-23,44.75,3945607.5,1653187.5,ST,322238.27,67618964.98
FACT,02-May-23,350.45,2262154.75,6455,03-Oct-23,532.2,3435351.0,1173196.25,ST,228678.68,67618964.98
CGPOWER,01-Jun-23,388.55,2302547.3,5926,03-Oct-23,444.35,2633218.1,330670.8,ST,64454.14,67618964.98
JSL,01-Jun-23,292.5,2302560.0,7872,03-Oct-23,495.55,3900969.6,1598409.6,ST,311560.99,67618964.98
KPITTECH,01-Jun-23,1100.3,2302927.9,2093,03-Oct-23,1130.0,2365090.0,62162.1,ST,12116.6,67618964.98
IDFCFIRSTB,03-Jul-23,81.95,2632397.9,32122,03-Oct-23,94.15,3024286.3,391888.4,ST,76386.64,67618964.98
JBMA,03-Jul-23,696.15,2632143.15,3781,03-Oct-23,661.0,2499241.0,-132902.15,ST,0.0,67618964.98
POLYCAB,01-Aug-23,4630.2,2842942.8,614,03-Oct-23,5373.25,3299175.5,456232.7,ST,88928.59,67618964.98
PFC,01-Aug-23,207.08,2843208.4,13730,03-Oct-23,250.95,3445543.5,602335.1,ST,117406.78,67618964.98
RECLTD,01-Aug-23,200.0,2843400.0,14217,03-Oct-23,291.8,4148520.6,1305120.6,ST,254393.29,67618964.98
IRFC,01-Sep-23,55.75,2762468.25,49551,03-Oct-23,76.6,3795606.6,1033138.35,ST,201378.68,67618964.98
KALYANKJIL,01-Sep-23,245.5,2762366.0,11252,03-Oct-23,229.65,2584021.8,-178344.2,ST,0.0,67618964.98
SUPREMEIND,01-Sep-23,4395.75,2760531.0,628,03-Oct-23,4015.6,2521796.8,-238734.2,ST,0.0,67618964.98
ZENSARTECH,01-Sep-23,533.9,2764534.2,5178,03-Oct-23,529.6,2742268.8,-22265.4,ST,0.0,67618964.98
FACT,01-Dec-23,730.25,3380327.25,4629,01-Jan-24,821.5,3802723.5,422396.25,ST,0.0,58.44
SAFARI,01-Dec-23,2205.38,3380847.54,1533,01-Jan-24,1889.05,2895913.65,-484933.89,ST,0.0,58.44
MEDANTA,01-Dec-23,970.0,3380450.0,3485,01-Jan-24,951.35,3315454.75,-64995.25,ST,0.0,58.44
POLYCAB,01-Dec-23,5234.55,3376284.75,645,11-Jan-24,3878.45,2501600.25,-874684.5,ST,0.0,2501658.69
JSL,01-Dec-23,517.1,3380799.8,6538,01-Feb-24,564.6,3691354.8,310555.0,ST,54684.67,535.36
KALYANKJIL,01-Dec-23,334.85,3381315.3,10098,01-Feb-24,334.05,3373236.9,-8078.4,ST,0.0,535.36
SONATSOFTW,01-Dec-23,684.43,3381084.2,4940,01-Feb-24,764.65,3777371.0,396286.8,ST,69780.92,535.36
CYIENT,01-Dec-23,1998.45,3379378.95,1691,01-Feb-24,1939.15,3279102.65,-100276.3,ST,0.0,535.36
ZENSARTECH,01-Dec-23,535.05,3381516.0,6320,01-Feb-24,566.6,3580912.0,199396.0,ST,35111.03,535.36
RVNL,01-Feb-24,297.55,3340593.85,11227,12-Feb-24,229.6,2577719.2,-762874.65,ST,0.0,2578254.56
