Sr no.,Stock Name,Entry Price,Exit Price,Qty,P&L,Entry Date,Exit Date,Exit Reason
1153,RAIN,88.35,173.65,25060,2137618.00,01 March 2017,03 October 2017,Rebalance(F)
1154,NOCIL,147.70,141.65,14784,-89443.20,01 August 2017,03 October 2017,Rebalance(F)
1155,VAKRANGEE,194.50,247.38,10655,563383.13,01 June 2017,03 October 2017,Rebalance(F)
1156,DBL,592.20,609.00,4248,71366.40,01 September 2017,03 October 2017,Rebalance(F)
1157,CAPLIPOINT,534.85,696.60,3875,626781.25,01 June 2017,03 October 2017,Rebalance(F)
1158,SWARAJENG,2346.00,1999.65,1044,-361589.40,03 July 2017,03 October 2017,Rebalance(F)
1159,BBTC,1649.20,1516.55,1777,-235719.05,01 November 2017,01 December 2017,Rebalance(F)
1160,APLAPOLLO,187.31,197.83,15648,164616.96,01 November 2017,01 December 2017,Rebalance(F)
1161,ADANIENSOL,204.55,174.55,14328,-429840.00,01 November 2017,01 December 2017,Rebalance(F)
1162,AVANTIFEED,929.20,874.68,3154,-171946.62,01 November 2017,01 December 2017,Rebalance(F)
1163,JSL,119.00,108.85,24630,-249994.50,01 November 2017,01 December 2017,Rebalance(F)
1164,KRBL,650.10,616.85,4508,-149891.00,01 November 2017,01 December 2017,Rebalance(F)
1165,ITI,153.55,141.50,19088,-230010.40,01 November 2017,01 December 2017,Rebalance(F)
1166,IGL,158.30,158.75,18515,8331.75,01 November 2017,01 December 2017,Rebalance(F)
1167,NBCC,87.62,86.83,33452,-26204.07,01 November 2017,01 December 2017,Rebalance(F)
1168,KEC,303.70,314.55,9650,104702.50,01 November 2017,01 December 2017,Rebalance(F)
1169,UNOMINDA,147.76,207.91,19836,1193135.40,01 November 2017,01 December 2017,Rebalance(F)
1170,STLTECH,293.70,269.85,9979,-237999.15,01 November 2017,01 December 2017,Rebalance(F)
1171,SUNTECK,358.45,407.90,8176,404303.20,01 November 2017,01 December 2017,Rebalance(F)
1172,RELIANCE,432.39,413.12,6778,-130607.51,01 November 2017,01 December 2017,Rebalance(F)
1173,RAIN,262.10,345.25,11182,929783.30,01 November 2017,01 December 2017,Rebalance(F)
1174,NOCIL,180.25,175.15,16260,-82926.00,01 November 2017,01 December 2017,Rebalance(F)
1175,DHANI,294.00,269.15,9969,-247729.65,01 November 2017,01 December 2017,Rebalance(F)
1176,VAKRANGEE,274.98,356.40,10659,867909.08,01 November 2017,01 December 2017,Rebalance(F)
1177,DBL,890.20,950.30,3292,197849.20,01 November 2017,01 December 2017,Rebalance(F)
1178,BOMDYEING,194.60,211.85,15061,259802.25,01 November 2017,01 December 2017,Rebalance(F)
1179,BOMDYEING,286.05,228.15,10585,-612871.50,01 January 2018,31 January 2018,Stop Loss
1180,VAKRANGEE,420.30,291.80,7204,-925714.00,01 January 2018,01 February 2018,Rebalance
1181,TVSMOTOR,766.45,671.20,3950,-376237.50,01 January 2018,01 February 2018,Rebalance
1182,MOTILALOFS,370.70,320.96,8167,-406206.16,01 January 2018,01 February 2018,Rebalance
1183,RKFORGE,171.33,158.08,17672,-234154.00,01 January 2018,01 February 2018,Rebalance
1184,BBTC,1659.80,1416.70,1824,-443414.40,01 January 2018,01 March 2018,Rebalance(F)
1185,ADANIENSOL,219.70,204.20,13781,-213605.50,01 January 2018,01 March 2018,Rebalance(F)
1186,POLARIS,393.20,471.50,7700,602910.00,01 January 2018,01 March 2018,Rebalance(R)
1187,AVANTIFEED,861.75,810.48,3513,-180100.97,01 January 2018,01 March 2018,Rebalance(F)
1188,GODREJPROP,807.45,779.05,3117,-88522.80,01 February 2018,01 March 2018,Rebalance(F)
1189,JINDALSTEL,265.95,248.85,9466,-161868.60,01 February 2018,01 March 2018,Rebalance(F)
1190,HDFCBANK,995.58,937.18,2528,-147635.20,01 February 2018,01 March 2018,Rebalance(F)
1191,STLTECH,293.85,357.85,10304,659456.00,01 January 2018,01 March 2018,Rebalance(F)
1192,SUNTECK,418.55,398.80,7234,-142871.50,01 January 2018,01 March 2018,Rebalance(F)
1193,TITAN,852.45,810.20,3551,-150029.75,01 January 2018,01 March 2018,Rebalance(F)
1194,UNOMINDA,212.88,194.42,14223,-262656.14,01 January 2018,01 March 2018,Rebalance(F)
1195,IFBIND,1362.50,1419.45,2222,126542.90,01 January 2018,01 March 2018,Rebalance(F)
1196,RAIN,371.75,362.35,8144,-76553.60,01 January 2018,01 March 2018,Rebalance(F)
1197,NOCIL,201.85,206.50,12472,57994.80,01 February 2018,01 March 2018,Rebalance(F)
1198,DHANI,265.90,256.70,11387,-104760.40,01 January 2018,01 March 2018,Rebalance(F)
1199,VIPIND,351.25,347.95,8620,-28446.00,01 January 2018,01 March 2018,Rebalance(F)
1200,DBL,982.05,953.45,3083,-88173.80,01 January 2018,01 March 2018,Rebalance(F)
1201,BOMDYEING,221.55,255.60,11363,386910.15,01 February 2018,01 March 2018,Rebalance(F)
1202,KOLTEPATIL,364.90,337.40,8297,-228167.50,01 January 2018,01 March 2018,Rebalance(F)
1203,FCONSUMER,76.10,59.50,39787,-660464.20,01 January 2018,01 March 2018,Rebalance(F)
1204,RAIN,383.50,306.50,7413,-570801.00,02 April 2018,02 May 2018,Rebalance
1205,ADANIENSOL,193.60,167.10,14684,-389126.00,02 April 2018,02 May 2018,Rebalance
1206,3MINDIA,19973.90,19353.60,142,-88082.60,02 April 2018,01 June 2018,Rebalance(F)
1207,BRITANNIA,2553.53,2906.23,1113,392555.10,02 April 2018,01 June 2018,Rebalance(F)
1208,AVANTIFEED,795.35,515.55,3574,-1000005.20,02 April 2018,01 June 2018,Rebalance(F)
1209,DMART,1357.30,1531.10,2094,363937.20,02 April 2018,01 June 2018,Rebalance(F)
1210,COFORGE,881.40,1107.20,3225,728205.00,02 April 2018,01 June 2018,Rebalance(F)
1211,HINDUNILVR,1351.30,1588.85,2103,499567.65,02 April 2018,01 June 2018,Rebalance(F)
1212,GRAPHITE,711.85,844.05,3332,440490.40,02 May 2018,01 June 2018,Rebalance(F)
1213,HEG,573.94,672.83,4132,408613.49,02 May 2018,01 June 2018,Rebalance(F)
1214,JUBLFOOD,235.61,250.11,12066,174957.00,02 April 2018,01 June 2018,Rebalance(F)
1215,RADICO,357.40,437.85,7954,639899.30,02 April 2018,01 June 2018,Rebalance(F)
1216,STLTECH,327.00,322.05,8693,-43030.35,02 April 2018,01 June 2018,Rebalance(F)
1217,SUNTECK,418.85,390.60,6787,-191732.75,02 April 2018,01 June 2018,Rebalance(F)
1218,UNOMINDA,184.55,207.17,15404,348384.57,02 April 2018,01 June 2018,Rebalance(F)
1219,NOCIL,196.90,183.90,14438,-187694.00,02 April 2018,01 June 2018,Rebalance(F)
1220,LAXMIMACH,7201.25,8120.30,394,362105.70,02 April 2018,01 June 2018,Rebalance(F)
1221,TITAN,944.10,900.00,3011,-132785.10,02 April 2018,01 June 2018,Rebalance(F)
1222,DHANI,249.90,449.00,11376,2264961.60,02 April 2018,01 June 2018,Rebalance(F)
1223,GILLETTE,6595.25,6548.95,431,-19955.30,02 April 2018,01 June 2018,Rebalance(F)
1224,DBL,1114.25,859.10,2551,-650887.65,02 April 2018,01 June 2018,Rebalance(F)
1225,BOMDYEING,246.05,237.25,11554,-101675.20,02 April 2018,01 June 2018,Rebalance(F)
1226,DMART,1669.70,1604.65,1799,-117024.95,01 August 2018,03 September 2018,Rebalance
1227,3MINDIA,23454.70,23088.20,128,-46912.00,01 August 2018,01 October 2018,Rebalance(F)
1228,ASTRAL,493.70,429.62,6087,-390054.96,01 August 2018,01 October 2018,Rebalance(F)
1229,COFORGE,1248.90,1167.15,2406,-196690.50,01 August 2018,01 October 2018,Rebalance(F)
1230,BRITANNIA,3244.93,2921.78,926,-299236.90,01 August 2018,01 October 2018,Rebalance(F)
1231,HINDUNILVR,1734.30,1642.30,1732,-159344.00,01 August 2018,01 October 2018,Rebalance(F)
1232,GRAPHITE,1021.30,854.35,2942,-491166.90,01 August 2018,01 October 2018,Rebalance(F)
1233,HEG,868.73,669.73,3459,-688341.01,01 August 2018,01 October 2018,Rebalance(F)
1234,LTTS,1487.30,1723.20,2020,476518.00,01 August 2018,01 October 2018,Rebalance(F)
1235,MPHASIS,1204.90,1159.90,2494,-112230.00,01 August 2018,01 October 2018,Rebalance(F)
1236,JUBLFOOD,279.14,248.15,10766,-333638.34,01 August 2018,01 October 2018,Rebalance(F)
1237,RADICO,447.25,339.35,6719,-724980.10,01 August 2018,01 October 2018,Rebalance(F)
1238,SONATSOFTW,133.03,134.81,22591,40240.22,01 August 2018,01 October 2018,Rebalance(F)
1239,TCS,1976.50,2255.55,1520,424156.00,01 August 2018,01 October 2018,Rebalance(F)
1240,TECHM,681.10,759.55,4412,346121.40,01 August 2018,01 October 2018,Rebalance(F)
1241,VIPIND,485.55,400.45,6189,-526683.90,01 August 2018,01 October 2018,Rebalance(F)
1242,MINDTREE,954.90,1071.80,3147,367884.30,01 August 2018,01 October 2018,Rebalance(F)
1243,RELAXO,408.03,353.75,7365,-399735.38,01 August 2018,01 October 2018,Rebalance(F)
1244,PFIZER,3533.35,2938.15,820,-488064.00,03 September 2018,01 October 2018,Rebalance(F)
1245,DHANI,608.95,512.00,4935,-478448.25,01 August 2018,01 October 2018,Rebalance(F)
1246,BOMDYEING,259.30,159.40,11590,-1157841.00,01 August 2018,01 October 2018,Rebalance(F)
1247,EXCELCROP,3710.45,3370.75,743,-252397.10,01 November 2018,03 December 2018,Rebalance
1248,ZENSARTECH,262.50,224.70,10504,-397051.20,01 November 2018,03 December 2018,Rebalance
1249,RADICO,408.40,407.45,6752,-6414.40,01 November 2018,03 December 2018,Rebalance
1250,GRAPHITE,994.30,794.55,2773,-553906.75,01 November 2018,21 December 2018,Stop Loss
1251,BIOCON,322.40,312.90,8553,-81253.50,01 November 2018,01 January 2019,Rebalance
1252,RELAXO,393.50,369.33,7007,-169394.23,01 November 2018,01 January 2019,Rebalance
1253,INTELLECT,254.00,228.90,10856,-272485.60,01 November 2018,01 January 2019,Rebalance
1254,GSKCONS,7050.20,7571.55,391,203847.85,01 November 2018,01 January 2019,Rebalance
1255,HEG,862.35,675.50,3197,-597359.46,01 November 2018,21 January 2019,Stop Loss
1256,VBL,46.11,49.39,59800,195789.46,01 November 2018,01 February 2019,Rebalance
1257,EXCELCROP,3747.65,3359.30,689,-267573.15,01 January 2019,01 February 2019,Rebalance
1258,LTTS,1748.55,1550.80,1577,-311851.75,01 November 2018,01 March 2019,Rebalance
1259,SANOFI,5892.00,5877.25,468,-6903.00,01 November 2018,01 March 2019,Rebalance
1260,AARTIIND,364.15,351.31,6979,-89592.91,03 December 2018,01 March 2019,Rebalance
1261,INFY,666.70,755.10,4136,365622.40,01 November 2018,01 April 2019,Rebalance
1262,TECHM,720.70,785.50,3826,247924.80,01 November 2018,01 April 2019,Rebalance
1263,HINDUNILVR,1825.60,1690.00,1392,-188755.20,03 December 2018,01 April 2019,Rebalance
1264,VMART,2634.50,2677.35,964,41307.40,03 December 2018,01 April 2019,Rebalance
1265,BRITANNIA,3103.05,3049.85,832,-44262.40,01 January 2019,01 April 2019,Rebalance
1266,COFORGE,1196.90,1282.60,2303,197367.10,01 November 2018,02 May 2019,Rebalance
1267,PIDILITIND,1122.80,1228.80,2206,233836.00,01 February 2019,02 May 2019,Rebalance
1268,TORNTPHARM,949.98,884.45,2864,-187663.60,01 April 2019,02 May 2019,Rebalance
1269,PRAJIND,154.45,137.95,17617,-290680.50,01 April 2019,02 May 2019,Rebalance
1270,PFIZER,2895.75,3131.05,952,224005.60,01 November 2018,03 June 2019,Rebalance
1271,TCS,1935.75,2242.30,1424,436527.20,01 November 2018,03 June 2019,Rebalance
1272,ASIANPAINT,1457.20,1459.25,1699,3482.95,01 February 2019,03 June 2019,Rebalance
1273,RELIANCE,567.39,575.97,4365,37448.54,01 February 2019,01 July 2019,Rebalance
1274,ATUL,3369.70,3615.00,818,200655.40,01 November 2018,01 August 2019,Rebalance(F)
1275,BAJAJFINSV,757.89,708.20,3506,-174195.61,02 May 2019,01 August 2019,Rebalance(F)
1276,BALRAMCHIN,154.70,144.15,17177,-181217.35,02 May 2019,01 August 2019,Rebalance(F)
1277,BAJFINANCE,2656.85,3222.10,972,549423.00,01 January 2019,01 August 2019,Rebalance(F)
1278,BATAINDIA,1126.05,1301.80,2293,402994.75,01 January 2019,01 August 2019,Rebalance(F)
1279,ABFRL,223.45,187.25,11412,-413114.40,01 March 2019,01 August 2019,Rebalance(F)
1280,AXISBANK,752.35,669.30,3532,-293332.60,02 May 2019,01 August 2019,Rebalance(F)
1281,DIVISLAB,1505.55,1615.35,1831,201043.80,01 November 2018,01 August 2019,Rebalance(F)
1282,DCMSHRIRAM,531.45,399.20,5427,-717720.75,03 June 2019,01 August 2019,Rebalance(F)
1283,HAVELLS,707.55,647.75,3604,-215519.20,01 March 2019,01 August 2019,Rebalance(F)
1284,HONAUT,21934.00,22974.25,116,120669.00,01 March 2019,01 August 2019,Rebalance(F)
1285,IPCALAB,408.18,484.33,6328,481877.20,01 January 2019,01 August 2019,Rebalance(F)
1286,NAUKRI,1953.65,2217.15,1360,358360.00,02 May 2019,01 August 2019,Rebalance(F)
1287,PIIND,1194.10,1115.45,2105,-165558.25,01 July 2019,01 August 2019,Rebalance(F)
1288,TIINDIA,389.00,357.50,6994,-220311.00,01 April 2019,01 August 2019,Rebalance(F)
1289,WIPRO,139.65,129.20,20655,-215844.75,03 June 2019,01 August 2019,Rebalance(F)
1290,VINATIORGA,790.28,904.58,3489,398792.70,01 November 2018,01 August 2019,Rebalance(F)
1291,ASTRAZEN,2010.95,1898.75,1353,-151806.60,01 April 2019,01 August 2019,Rebalance(F)
1292,MAHSCOOTER,3561.15,3873.65,764,238750.00,01 April 2019,01 August 2019,Rebalance(F)
1293,ADANIPOWER,50.35,59.40,57289,518465.45,03 June 2019,01 August 2019,Rebalance(F)
1294,INDIGO,1869.90,1467.80,1453,-584251.30,01 October 2019,25 October 2019,Stop Loss
1295,BALRAMCHIN,159.65,164.50,17019,82542.15,01 October 2019,01 November 2019,Rebalance
1296,COLPAL,1495.85,1534.25,1816,69734.40,01 October 2019,01 November 2019,Rebalance
1297,BRIGADE,204.45,206.40,13290,25915.50,01 October 2019,01 November 2019,Rebalance
1298,ASIANPAINT,1766.10,1766.35,1538,384.50,01 October 2019,01 November 2019,Rebalance
1299,TITAN,1280.60,1153.80,2121,-268942.80,01 October 2019,02 December 2019,Rebalance
1300,ADANIPOWER,61.75,62.30,44002,24201.10,01 October 2019,02 December 2019,Rebalance
1301,CGCL,52.16,45.98,52090,-322306.88,01 October 2019,02 December 2019,Rebalance
1302,VINATIORGA,1096.28,988.43,2478,-267252.30,01 October 2019,02 December 2019,Rebalance
1303,KEI,582.95,515.05,4525,-307247.50,01 November 2019,02 December 2019,Rebalance
1304,SIEMENS,1543.25,1491.25,1760,-91520.00,01 October 2019,01 January 2020,Rebalance
1305,MAHSCOOTER,4454.20,4440.80,610,-8174.00,01 October 2019,01 January 2020,Rebalance
1306,LALPATHLAB,1593.60,1533.40,1551,-93370.20,02 December 2019,01 January 2020,Rebalance
1307,BERGEPAINT,361.21,457.08,7522,721171.73,01 October 2019,01 February 2020,Rebalance(F)
1308,ABBOTINDIA,12621.25,12319.30,195,-58880.25,02 December 2019,01 February 2020,Rebalance(F)
1309,ATGL,164.15,165.20,15065,15818.25,02 December 2019,01 February 2020,Rebalance(F)
1310,BAJFINANCE,3992.40,4276.05,680,192882.00,01 October 2019,01 February 2020,Rebalance(F)
1311,AAVAS,1582.75,1993.30,1666,683976.30,01 November 2019,01 February 2020,Rebalance(F)
1312,BATAINDIA,1736.95,1798.95,1564,96968.00,01 October 2019,01 February 2020,Rebalance(F)
1313,ADANIGREEN,89.95,186.85,29327,2841786.30,01 November 2019,01 February 2020,Rebalance(F)
1314,DIXON,757.31,889.33,3400,448868.00,01 January 2020,01 February 2020,Rebalance(F)
1315,CREDITACC,670.15,764.80,4054,383711.10,01 October 2019,01 February 2020,Rebalance(F)
1316,GUJGASLTD,216.70,284.70,11412,776016.00,02 December 2019,01 February 2020,Rebalance(F)
1317,HDFCLIFE,598.20,562.40,4542,-162603.60,01 October 2019,01 February 2020,Rebalance(F)
1318,HDFCAMC,2744.65,3054.90,989,306837.25,01 October 2019,01 February 2020,Rebalance(F)
1319,FINEORG,1745.10,2240.15,1557,770792.85,01 October 2019,01 February 2020,Rebalance(F)
1320,JKCEMENT,1155.15,1327.85,2140,369578.00,02 December 2019,01 February 2020,Rebalance(F)
1321,MANAPPURAM,134.30,184.20,20231,1009526.90,01 October 2019,01 February 2020,Rebalance(F)
1322,NAM-INDIA,355.90,341.20,7412,-108956.40,01 November 2019,01 February 2020,Rebalance(F)
1323,PIIND,1258.75,1501.30,2158,523422.90,01 October 2019,01 February 2020,Rebalance(F)
1324,SBILIFE,997.50,893.10,2644,-276033.60,01 November 2019,01 February 2020,Rebalance(F)
1325,WHIRLPOOL,2333.25,2417.10,1103,92486.55,01 January 2020,01 February 2020,Rebalance(F)
1326,RELAXO,615.15,732.65,4186,491855.00,01 January 2020,01 February 2020,Rebalance(F)
1327,ALKEM,2663.55,2282.05,1158,-441777.00,04 May 2020,01 June 2020,Rebalance
1328,PFIZER,5001.30,4017.80,617,-606819.50,04 May 2020,01 June 2020,Rebalance
1329,SRF,728.11,741.43,4238,56450.16,04 May 2020,01 June 2020,Rebalance
1330,TATACONSUM,334.95,384.50,9213,456504.15,04 May 2020,01 July 2020,Rebalance
1331,FINEORG,1966.15,1860.45,1569,-165843.30,04 May 2020,01 July 2020,Rebalance
1332,NESTLEIND,1745.65,1652.48,1767,-164622.56,04 May 2020,03 August 2020,Rebalance
1333,DMART,2281.30,2093.15,1352,-254378.80,04 May 2020,03 August 2020,Rebalance
1334,SANOFI,8052.75,8298.35,383,94064.80,04 May 2020,03 August 2020,Rebalance
1335,BHARTIARTL,532.50,547.35,5795,86055.75,04 May 2020,03 August 2020,Rebalance
1336,RELAXO,710.35,594.55,3888,-450230.40,01 June 2020,03 August 2020,Rebalance
1337,GUJGASLTD,251.10,314.00,12290,773041.00,04 May 2020,01 September 2020,Rebalance
1338,BERGEPAINT,400.92,461.08,7697,463102.82,04 May 2020,01 September 2020,Rebalance
1339,ABBOTINDIA,18195.35,16384.90,169,-305966.05,04 May 2020,01 October 2020,Rebalance
1340,ISEC,388.30,464.15,7113,539521.05,01 June 2020,01 October 2020,Rebalance
1341,GMMPFAUDLR,1393.28,1279.62,2319,-263593.01,01 July 2020,01 October 2020,Rebalance
1342,BHARATRAS,9292.95,9070.70,310,-68897.50,03 August 2020,01 October 2020,Rebalance
1343,ALKYLAMINE,866.50,1155.82,3729,1078874.28,01 July 2020,02 November 2020,Rebalance(F)
1344,AMBER,1338.55,2100.80,2063,1572521.75,01 June 2020,02 November 2020,Rebalance(F)
1345,ADANIGREEN,209.55,859.20,14727,9567395.55,04 May 2020,02 November 2020,Rebalance(F)
1346,AFFLE,530.45,530.85,6985,2794.00,01 September 2020,02 November 2020,Rebalance(F)
1347,DEEPAKNTR,485.05,718.30,6362,1483936.50,04 May 2020,02 November 2020,Rebalance(F)
1348,COROMANDEL,779.95,717.15,3695,-232046.00,03 August 2020,02 November 2020,Rebalance(F)
1349,EPL,284.80,252.80,13010,-416320.00,01 September 2020,02 November 2020,Rebalance(F)
1350,DRREDDY,787.80,971.73,3917,720453.82,04 May 2020,02 November 2020,Rebalance(F)
1351,DIXON,917.35,1901.56,3364,3310882.44,04 May 2020,02 November 2020,Rebalance(F)
1352,FDC,244.95,339.05,12598,1185471.80,04 May 2020,02 November 2020,Rebalance(F)
1353,GRANULES,299.20,369.70,9633,679126.50,03 August 2020,02 November 2020,Rebalance(F)
1354,IPCALAB,807.28,1151.15,3822,1314290.25,04 May 2020,02 November 2020,Rebalance(F)
1355,JBCHEPHARM,275.15,497.50,11216,2493877.60,04 May 2020,02 November 2020,Rebalance(F)
1356,INDIAMART,1446.00,2362.05,1993,1825687.65,03 August 2020,02 November 2020,Rebalance(F)
1357,LAURUSLABS,201.33,300.85,14316,1424728.32,03 August 2020,02 November 2020,Rebalance(F)
1358,NAVINFLUOR,1517.95,2178.60,2033,1343101.45,04 May 2020,02 November 2020,Rebalance(F)
1359,PERSISTENT,651.88,564.45,4544,-397259.20,01 October 2020,02 November 2020,Rebalance(F)
1360,AARTIDRUGS,809.85,654.95,3658,-566624.20,01 October 2020,02 November 2020,Rebalance(F)
1361,SOLARA,1092.05,1080.00,2712,-32679.60,01 October 2020,02 November 2020,Rebalance(F)
1362,IOLCP,145.40,131.05,20375,-292381.25,01 October 2020,02 November 2020,Rebalance(F)
1363,DHANUKA,778.20,781.65,5624,19402.80,01 December 2020,01 January 2021,Rebalance
1364,GRANULES,428.00,340.25,10225,-897243.75,01 December 2020,21 January 2021,Stop Loss
1365,IOLCP,157.05,137.75,27868,-537852.40,01 December 2020,01 February 2021,Rebalance
1366,NAVINFLUOR,2682.55,2345.70,1631,-549402.35,01 December 2020,01 February 2021,Rebalance
1367,JBCHEPHARM,502.78,493.58,8705,-80086.00,01 December 2020,01 February 2021,Rebalance
1368,DIVISLAB,3620.75,3463.60,1208,-189837.20,01 December 2020,01 February 2021,Rebalance
1369,SUZLON,6.70,5.25,657450,-953302.50,01 January 2021,17 February 2021,Stop Loss
1370,AARTIDRUGS,705.05,631.85,6207,-454352.40,01 December 2020,01 March 2021,Rebalance
1371,SOLARA,1174.60,1321.80,3726,548467.20,01 December 2020,01 March 2021,Rebalance
1372,HINDCOPPER,157.30,125.15,26067,-838054.05,01 March 2021,17 March 2021,Stop Loss
1373,CDSL,247.15,327.83,17708,1428592.90,01 December 2020,01 April 2021,Rebalance
1374,SEQUENT,158.75,243.90,27569,2347500.35,01 December 2020,01 April 2021,Rebalance
1375,POLYMED,489.75,837.20,8936,3104813.20,01 December 2020,01 April 2021,Rebalance
1376,SUPPETRO,413.40,422.00,9918,85294.80,01 March 2021,01 April 2021,Rebalance
1377,BSOFT,193.25,242.80,22648,1122208.40,01 December 2020,03 May 2021,Rebalance
1378,INDIAMART,2572.63,3866.73,1701,2201264.10,01 December 2020,03 May 2021,Rebalance
1379,TATACOMM,983.20,1104.55,3991,484307.85,01 February 2021,03 May 2021,Rebalance
1380,AFFLE,1120.46,1056.07,4901,-315575.39,01 April 2021,01 June 2021,Rebalance
1381,AARTIDRUGS,718.65,736.60,7641,137155.95,01 April 2021,01 June 2021,Rebalance
1382,ADANIGREEN,1134.70,1068.70,3857,-254562.00,01 December 2020,01 July 2021,Rebalance
1383,VAIBHAVGBL,429.73,810.85,10184,3881326.08,01 December 2020,01 July 2021,Rebalance
1384,DIXON,2306.89,4348.60,1897,3873123.87,01 December 2020,02 August 2021,Rebalance
1385,ADANIENSOL,758.05,908.80,5409,815406.75,01 March 2021,02 August 2021,Rebalance
1386,HINDCOPPER,154.80,119.75,35503,-1244380.15,03 May 2021,20 August 2021,Stop Loss
1387,INTELLECT,730.75,646.45,7515,-633514.50,01 April 2021,01 September 2021,Rebalance
1388,JSWSTEEL,723.25,676.65,7598,-354066.80,03 May 2021,01 September 2021,Rebalance
1389,FSL,192.05,179.50,32231,-404499.05,01 July 2021,01 September 2021,Rebalance
1390,LAURUSLABS,322.90,619.20,13554,4016050.20,01 December 2020,01 October 2021,Rebalance
1391,ALKYLAMINE,1586.84,3849.90,2758,6241519.48,01 December 2020,01 October 2021,Rebalance
1392,APLAPOLLO,344.69,848.85,12697,6401383.01,01 December 2020,01 October 2021,Rebalance
1393,TANLA,854.25,915.95,6428,396607.60,01 April 2021,01 October 2021,Rebalance
1394,PRINCEPIPE,541.50,691.35,10149,1520827.65,03 May 2021,01 October 2021,Rebalance
1395,SUPPETRO,771.55,718.15,7002,-373906.80,01 June 2021,01 October 2021,Rebalance
1396,APOLLOHOSP,5039.05,4459.40,994,-576172.10,01 September 2021,01 October 2021,Rebalance
1397,LUXIND,4052.70,3634.75,1235,-516168.25,01 September 2021,01 October 2021,Rebalance
1398,ADANIENSOL,1659.60,1760.55,3018,304667.10,01 September 2021,01 November 2021,Rebalance(F)
1399,ATGL,389.10,1434.85,10087,10548480.25,01 February 2021,01 November 2021,Rebalance(F)
1400,BALAMINES,1787.15,3289.30,3072,4614604.80,01 April 2021,01 November 2021,Rebalance(F)
1401,ADANIENT,537.20,1445.30,7306,6634578.60,01 February 2021,01 November 2021,Rebalance(F)
1402,CGPOWER,124.25,148.95,56992,1407702.40,01 October 2021,01 November 2021,Rebalance(F)
1403,DEEPAKNTR,864.25,2302.90,5064,7285323.60,01 December 2020,01 November 2021,Rebalance(F)
1404,FLUOROCHEM,1952.10,1896.30,3627,-202386.60,01 October 2021,01 November 2021,Rebalance(F)
1405,JSWENERGY,243.50,342.25,27035,2669706.25,02 August 2021,01 November 2021,Rebalance(F)
1406,KPRMILL,391.52,464.45,16814,1226244.92,02 August 2021,01 November 2021,Rebalance(F)
1407,LINDEINDIA,2627.95,2357.60,2694,-728322.90,01 October 2021,01 November 2021,Rebalance(F)
1408,PERSISTENT,773.33,2025.45,5075,6354534.38,01 February 2021,01 November 2021,Rebalance(F)
1409,PRAJIND,349.45,342.00,20264,-150966.80,01 October 2021,01 November 2021,Rebalance(F)
1410,POONAWALLA,163.85,172.05,43218,354387.60,01 October 2021,01 November 2021,Rebalance(F)
1411,TTML,37.10,55.20,190872,3454783.20,01 October 2021,01 November 2021,Rebalance(F)
1412,TATAELXSI,2949.80,5974.20,1330,4022452.00,01 February 2021,01 November 2021,Rebalance(F)
1413,TRIDENT,29.40,39.80,240862,2504964.80,01 October 2021,01 November 2021,Rebalance(F)
1414,ECLERX,1356.90,1458.13,4561,461725.25,01 July 2021,01 November 2021,Rebalance(F)
1415,HGS,1415.15,1353.10,5003,-310436.15,01 October 2021,01 November 2021,Rebalance(F)
1416,MINDTREE,3601.15,4733.70,1390,1574244.50,01 September 2021,01 November 2021,Rebalance(F)
1417,CGCL,136.95,135.25,39449,-67063.30,01 June 2021,01 November 2021,Rebalance(F)
1418,BSE,635.33,663.98,13295,380901.76,03 January 2022,01 February 2022,Rebalance(F)
1419,ADANIENSOL,1731.10,1986.90,4879,1248048.20,03 January 2022,01 February 2022,Rebalance(F)
1420,ATGL,1743.80,1864.65,4844,585397.40,03 January 2022,01 February 2022,Rebalance(F)
1421,BALAMINES,3720.25,3293.30,2270,-969176.50,03 January 2022,01 February 2022,Rebalance(F)
1422,ADANIENT,1717.15,1746.90,4919,146340.25,03 January 2022,01 February 2022,Rebalance(F)
1423,CGPOWER,196.10,173.95,43076,-954133.40,03 January 2022,01 February 2022,Rebalance(F)
1424,FLUOROCHEM,2478.05,2966.15,3408,1663444.80,03 January 2022,01 February 2022,Rebalance(F)
1425,HAPPSTMNDS,1337.55,1153.90,6315,-1159749.75,03 January 2022,01 February 2022,Rebalance(F)
1426,IEX,258.20,233.75,32716,-799906.20,03 January 2022,01 February 2022,Rebalance(F)
1427,KPITTECH,608.15,622.90,13890,204877.50,03 January 2022,01 February 2022,Rebalance(F)
1428,JSWENERGY,299.00,307.75,28251,247196.25,03 January 2022,01 February 2022,Rebalance(F)
1429,KPRMILL,704.75,687.80,11986,-203162.70,03 January 2022,01 February 2022,Rebalance(F)
1430,MAXHEALTH,434.60,364.00,19436,-1372181.60,03 January 2022,01 February 2022,Rebalance(F)
1431,PERSISTENT,2436.05,2248.35,3467,-650755.90,03 January 2022,01 February 2022,Rebalance(F)
1432,POONAWALLA,220.75,281.90,38266,2339965.90,03 January 2022,01 February 2022,Rebalance(F)
1433,TTML,216.65,141.75,38990,-2920351.00,03 January 2022,01 February 2022,Rebalance(F)
1434,TATAELXSI,5893.65,7464.85,1433,2251529.60,03 January 2022,01 February 2022,Rebalance(F)
